timestamp,questionID,questionText,answer
1736781145328,1,Ready to go?,ASKED
1736781157960,1,Ready to go?,✅ Yes
1736781205316,2,How does it feel?,ASKED
1736781229422,2,How does it feel?,☀️ Lively
1736781325351,3,Do you like being here?,ASKED
1736781339655,3,Do you like being here?,Yes!
1736781445340,2,How does it feel?,ASKED
1736781448126,2,How does it feel?,🤯 Chaotic
1736781565330,3,Do you like being here?,ASKED
1736781582541,3,Do you like being here?,Yes!
1736781685340,2,How does it feel?,ASKED
1736781708918,2,How does it feel?,🪷 Calm
1736781805365,3,Do you like being here?,ASKED
1736781822397,3,Do you like being here?,Yes!
1736781925340,2,How does it feel?,ASKED
1736781932335,2,How does it feel?,🪷 Calm
1736782045384,3,Do you like being here?,ASKED
1736782078742,3,Do you like being here?,Yes!
1736782165337,2,How does it feel?,ASKED
1736782285372,3,Do you like being here?,ASKED
1736782295786,3,Do you like being here?,Hmmmm
1736782405328,2,How does it feel?,ASKED
